,Hotel,City,Reviews,Date,Score,Aspect,Sentiment
5413,Hotel Carrobbio,"Milan, Italy", When we arrived by car we were exhausted The receptionists at the front desk saw our exhaustion and gave us an upgraded room with a king sized bed and a patio and beautiful bath parked our car for us and prepared us sandwiches in the breakfast area 11 00 p m We have never been in a hotel in the U S in which the staff was so kind and comforting for my husband and me ,7/29/2017,10.0,"[(""us"",""sandwiches""), (""area"",""breakfast""), (""m."",""p""), (""front"",""desk""), (""saw"",""exhaustion""), (""saw"",""receptionists""), (""gave"",""m.""), (""gave"",""receptionists""), (""upgraded"",""room""), (""sized"",""bed""), (""sized"",""patio""), (""sized"",""bath""), (""sized"",""room""), (""beautiful"",""bath""), (""parked"",""car""), (""so kind"",""staff""), (""comforting"",""staff"")]","{'room': [0, 0], 'receptionists': [0, 0], 'bed': [0, 0], 'exhaustion': [0, 0], 'breakfast': [0, 0], 'm.': [0, 0], 'desk': [0, 0], 'staff': [0.9727999999999999, 0], 'p': [0, 0], 'patio': [0, 0], 'bath': [0.5994, 0], 'sandwiches': [0, 0], 'car': [0, 0]}"
5414,Hotel Berna,"Milan, Italy", Great location great service room was very clean,7/29/2017,10.0,"[(""great"",""room""), (""room"",""service""), (""very clean"",""location"")]","{'room': [0.6249, 0], 'location': [0.4576, 0], 'service': [0, 0]}"
5415,Hotel Berna,"Milan, Italy", Fantastic breakfast very friendly and helpful staff,7/29/2017,7.9,"[(""Fantastic"",""breakfast""), (""very friendly"",""staff""), (""helpful"",""staff"")]","{'staff': [0.9628, 0], 'breakfast': [0.5574, 0]}"
5416,Best Western Atlantic Hotel,"Milan, Italy", Very convenient location but still quiet aspect in room We loved the standard of the room the helpful and accomodating staff and the delightful breakfast room,7/29/2017,10.0,"[(""aspect"",""location""), (""still quiet"",""aspect""), (""accomodating"",""staff""), (""delightful"",""room""), (""room"",""breakfast""), (""loved"",""standard"")]","{'room': [0.5859, 0], 'standard': [0.5994, 0], 'breakfast': [0, 0], 'staff': [0, 0], 'location': [0, 0], 'aspect': [0, 0]}"
5417,LHP Hotel Napoleon,"Milan, Italy", Clean,7/29/2017,6.3,[],{}
5418,Best Western Madison Hotel,"Milan, Italy", Great location for Central Train station,7/29/2017,8.8,[],{}
5419,Colombia,"Milan, Italy", Good for one night stay if essential in this price Euro 100 ,7/29/2017,6.7,"[(""stay"",""night""), (""essential"",""stay"")]","{'stay': [0, 0], 'night': [0, 0]}"
5420,Antares Hotel Rubens,"Milan, Italy", I liked it accommodates with parking lot for free The bed was very big and neat I loved its breakfast It takes 12 mins to Duomo by Metro but it does not really matter ,7/29/2017,10.0,"[(""lot"",""parking""), (""very big"",""bed""), (""neat"",""bed""), (""loved"",""breakfast""), (""takes"",""mins""), (""does"",""matter"")]","{'mins': [0, 0], 'bed': [0.4588, 0], 'matter': [0, 0], 'parking': [0, 0], 'breakfast': [0.5994, 0]}"
5421,Senato Hotel Milano,"Milan, Italy", The location,7/29/2017,6.3,[],{}
5422,Hotel Da Vinci,"Milan, Italy", The room very good and the shower nice The air conditioner very nice also Breakfast great and fresh,7/29/2017,8.8,"[(""conditioner"",""air"")]","{'air': [0, 0]}"
5423,Hotel Da Vinci,"Milan, Italy", Frindly staff Good location Cleanym rooms Good breakfast ,7/29/2017,10.0,[],{}
5424,Ramada Plaza Milano,"Milan, Italy", Room was comfortable with a nice balcony ,7/29/2017,7.5,"[(""comfortable"",""Room""), (""nice"",""balcony"")]","{'Room': [0.5106, 0], 'balcony': [0.4215, 0]}"
5425,NH Milano Touring,"Milan, Italy", Breakfast,7/29/2017,5.0,[],{}
5426,NH Milano Touring,"Milan, Italy", The hotel is great ,7/29/2017,8.8,"[(""great"",""hotel"")]","{'hotel': [0.6249, 0]}"
5427,Nhow Milan,"Milan, Italy", The warm and friendly service,7/29/2017,9.6,"[(""warm"",""service""), (""friendly"",""service"")]","{'service': [0.7202, 0]}"
5428,ADI Doria Grand Hotel,"Milan, Italy", Location was convenient to public transportation Hotel was nicely decorated and very clean and comfortable,7/29/2017,9.2,"[(""public"",""transportation""), (""nicely decorated"",""Hotel""), (""very clean"",""Hotel"")]","{'Hotel': [0.898, 0], 'transportation': [0, 0]}"
5429,Starhotels Echo,"Milan, Italy", Staff was very friendly and helpful The location close to the Railway Station Milan Centrale 3 min walk The bathroom was very clean and beautiful The hotel is very modern and cool Breakfast was amazing ,7/29/2017,9.6,"[(""very friendly"",""Staff""), (""helpful"",""Staff""), (""close"",""location""), (""walk"",""close""), (""beautiful"",""bathroom""), (""very clean"",""bathroom""), (""very modern"",""hotel""), (""cool"",""hotel""), (""amazing"",""Breakfast"")]","{'hotel': [0.3182, 0], 'Staff': [0.9628, 0], 'Breakfast': [0.5859, 0], 'close': [0, 0], 'bathroom': [1.057, 0], 'location': [0, 0]}"
5430,Sheraton Diana Majestic,"Milan, Italy", It was well located an easy walk to everything there were a lot of good cafes and restaurants and the shopping was great ,7/29/2017,10.0,"[(""easy"",""walk""), (""were"",""lot""), (""good"",""cafes""), (""was"",""walk"")]","{'cafes': [0.4404, 0], 'walk': [0.4404, 0], 'lot': [0, 0]}"
5431,Hotel Pension Baron am Schottentor,"Vienna, Austria", Ideal location Very friendly reception lady Authentic ,7/29/2017,7.9,"[(""lady"",""reception""), (""friendly"",""lady"")]","{'lady': [0.4939, 0], 'reception': [0, 0]}"
5432,Strandhotel Alte Donau,"Vienna, Austria", Very easy to find Near the center by metro Very clean Good breakfast good surrondings ,7/29/2017,8.8,"[(""Good"",""breakfast""), (""good"",""surrondings"")]","{'surrondings': [0.4404, 0], 'breakfast': [0.4404, 0]}"
5433,Boutique Hotel Notting Hill,"Amsterdam, Netherlands", Friendly staff The drinks on the bar in the lobby are good Ask for signature drink Has a corporate feel ,7/29/2017,7.1,"[(""Friendly"",""staff""), (""good"",""drinks""), (""drink"",""signature""), (""Has"",""feel""), (""corporate"",""feel"")]","{'staff': [0.4939, 0], 'drinks': [0.4404, 0], 'signature': [0, 0], 'feel': [0, 0]}"
5434,Boutique Hotel Notting Hill,"Amsterdam, Netherlands", Location was very good,7/29/2017,6.7,[],{}
5435,Good Hotel London,"London, United Kingdom", It was very accommodating of the staff to allow us to order takeaway and eat it in the lounge while we played scrabble at 1am after we got back from the O2 ,7/29/2017,10.0,"[(""order"",""takeaway""), (""played"",""scrabble"")]","{'takeaway': [0, 0], 'scrabble': [0.34, 0]}"
5436,Park Plaza Westminster Bridge London,"London, United Kingdom", Close to restaurants and tube station,7/29/2017,9.6,"[(""station"",""tube"")]","{'tube': [0, 0]}"
5437,Park Plaza Westminster Bridge London,"London, United Kingdom", good location,7/29/2017,7.5,"[(""good"",""location"")]","{'location': [0.4404, 0]}"
5438,Park Plaza Westminster Bridge London,"London, United Kingdom", John and weislava at the desk were very helpful rooms were a nice size TVs were nice quality location very central,7/29/2017,10.0,"[(""very helpful"",""weislava""), (""size"",""rooms""), (""nice"",""size""), (""nice"",""location""), (""location"",""quality""), (""very central"",""location""), (""location"",""TVs"")]","{'TVs': [0, 0], 'location': [0.4215, 0], 'quality': [0, 0], 'weislava': [0.4754, 0], 'size': [0.4215, 0], 'rooms': [0, 0]}"
5439,Thistle Trafalgar Square The Royal Trafalgar,"London, United Kingdom", The location was excellent ,7/29/2017,8.3,"[(""excellent"",""location"")]","{'location': [0.5719, 0]}"
5440,The Student Hotel Amsterdam City,"Amsterdam, Netherlands", Very modern and clean hotel They have bikes for hire which makes getting around the city easy plus the metro is super close ,7/29/2017,7.9,"[(""modern"",""hotel""), (""clean"",""hotel""), (""easy"",""close""), (""super"",""close""), (""have"",""bikes"")]","{'hotel': [0.4019, 0], 'bikes': [0, 0], 'close': [1.0398, 0]}"
5441,The Student Hotel Amsterdam City,"Amsterdam, Netherlands", Clen room a lot of space comfy bad clean bathroom and shower very close to train station very nice decoration coffee machine 2 water bottles every day clean towels everyday ,7/29/2017,10.0,"[(""bad"",""bathroom""), (""clean"",""bathroom""), (""train"",""station""), (""very nice"",""station""), (""machine"",""decoration""), (""machine"",""coffee""), (""bottles"",""water""), (""clean"",""towels"")]","{'towels': [0.4019, 0], 'station': [0.4754, 0], 'decoration': [0, 0], 'water': [0, 0], 'bathroom': [0.4019, -0.5423], 'coffee': [0, 0]}"
5442,The Student Hotel Amsterdam City,"Amsterdam, Netherlands", Excelent hotel with a great staff Also great wifi and public areas to work and chill ,7/29/2017,10.0,"[(""Excelent"",""hotel""), (""great"",""staff""), (""great"",""wifi""), (""public"",""areas"")]","{'staff': [0.6249, 0], 'hotel': [0, 0], 'wifi': [0.6249, 0], 'areas': [0, 0]}"
5443,Atlantis Hotel Vienna,"Vienna, Austria", Everything was good and breakfast was so delicious This hotel is recommended,7/29/2017,9.6,"[(""good"",""Everything""), (""so delicious"",""breakfast""), (""recommended"",""hotel"")]","{'breakfast': [0.6115, 0], 'Everything': [0.4404, 0], 'hotel': [0.2023, 0]}"
5444,Atlantis Hotel Vienna,"Vienna, Austria", The big room,7/29/2017,7.9,"[(""big"",""room"")]","{'room': [0, 0]}"
5445,Hotel Arena,"Amsterdam, Netherlands", I am so angry that i made this post available via all possible sites i use when planing my trips so no one will make the mistake of booking this place I made my booking via booking com We stayed for 6 nights in this hotel from 11 to 17 July Upon arrival we were placed in a small room on the 2nd floor of the hotel It turned out that this was not the room we booked I had specially reserved the 2 level duplex room so that we would have a big windows and high ceilings The room itself was ok if you don t mind the broken window that can not be closed hello rain and a mini fridge that contained some sort of a bio weapon at least i guessed so by the smell of it I intimately asked to change the room and after explaining 2 times that i booked a duplex btw it costs the same as a simple double but got way more volume due to the high ceiling was offered a room but only the next day SO i had to check out the next day before 11 o clock in order to get the room i waned to Not the best way to begin your holiday So we had to wait till 13 00 in order to check in my new room what a wonderful waist of my time The room 023 i got was just as i wanted to peaceful internal garden view big window We were tired from waiting the room so we placed our belongings and rushed to the city In the evening it turned out that there was a constant noise in the room i guess it was made by vibrating vent tubes or something it was constant and annoying as hell AND it did not stop even at 2 am making it hard to fall asleep for me and my wife I have an audio recording that i can not attach here but if you want i can send it via e mail The next day the technician came but was not able to determine the cause of the disturbing sound so i was offered to change the room once again the hotel was fully booked and they had only 1 room left the one that was smaller but seems newer ,8/3/2017,2.9,"[(""possible"",""sites""), (""use"",""sites""), (""when planing"",""trips""), (""planing"",""post""), (""make"",""one""), (""make"",""mistake""), (""booking"",""place""), (""booking"",""com""), (""made"",""booking""), (""2nd"",""floor""), (""small"",""room""), (""this"",""room""), (""high"",""ceilings""), (""specially reserved"",""room""), (""room"",""level""), (""room"",""duplex""), (""have"",""ceilings""), (""have"",""windows""), (""big"",""windows""), (""itself ok"",""room""), (""mind"",""window""), (""broken"",""window""), (""closed"",""rain""), (""mini"",""fridge""), (""contained"",""sort""), (""weapon"",""bio""), (""high"",""ceiling""), (""offered"",""room""), (""offered"",""day""), (""offered"",""volume""), (""next"",""day""), (""change"",""room""), (""booked"",""btw""), (""btw"",""duplex""), (""before check"",""clock""), (""next"",""day""), (""clock"",""o""), (""get"",""room""), (""best"",""way""), (""begin"",""holiday""), (""new"",""room""), (""wonderful"",""waist""), (""was"",""room""), (""peaceful"",""view""), (""internal"",""view""), (""view"",""garden""), (""big"",""window""), (""placed"",""belongings""), (""waiting"",""room""), (""was"",""noise""), (""constant"",""noise""), (""vent"",""something""), (""vent"",""tubes""), (""have"",""recording""), (""audio"",""recording""), (""change"",""room""), (""once booked"",""hotel""), (""had"",""room""), (""left"",""day""), (""newer"",""day""), (""next"",""day""), (""came"",""technician""), (""able"",""technician""), (""determine"",""cause""), (""disturbing"",""sound"")]","{'room': [0.296, 0], 'day': [0, 0], 'com': [0, 0], 'bio': [0, -0.296], 'technician': [0, 0], 'ceilings': [0, 0], 'tubes': [0, 0], 'view': [0.4939, 0], 'waist': [0.5719, 0], 'one': [0, 0], 'hotel': [0, 0], 'level': [0, 0], 'floor': [0, 0], 'btw': [0, 0], 'duplex': [0, 0], 'clock': [0, 0], 'belongings': [0, 0], 'place': [0, 0], 'way': [0.6369, 0], 'o': [0, 0], 'window': [0, -0.4767], 'sites': [0, 0], 'noise': [0, 0], 'trips': [0, 0], 'fridge': [0, 0], 'rain': [0, 0], 'volume': [0, 0], 'something': [0, 0], 'post': [0, 0], 'cause': [0, 0], 'windows': [0, 0], 'mistake': [0, 0], 'garden': [0, 0], 'ceiling': [0, 0], 'booking': [0, 0], 'sound': [0, -0.5106], 'sort': [0, 0], 'holiday': [0, 0], 'recording': [0, 0]}"
5446,K K Hotel George,"London, United Kingdom", Really nothing negative to say about this hotel,8/3/2017,9.6,"[(""negative"",""nothing"")]","{'nothing': [0, -0.5719]}"
5447,Apex Temple Court Hotel,"London, United Kingdom", Nothing,8/3/2017,10.0,[],{}
5448,Apex Temple Court Hotel,"London, United Kingdom", I believe daily rate differentials should be advised to customers not after the fact,8/3/2017,7.9,"[(""daily"",""differentials""), (""differentials"",""rate""), (""advised"",""differentials"")]","{'differentials': [0, 0], 'rate': [0, 0]}"
5449,The Park Grand London Paddington,"London, United Kingdom", The wet room,8/3/2017,5.4,"[(""wet"",""room"")]","{'room': [0, 0]}"
5450,The Park Grand London Paddington,"London, United Kingdom", We would recommend a local area map with facilities in walking distance,8/3/2017,7.5,"[(""recommend"",""map""), (""local"",""map""), (""map"",""area""), (""walking"",""distance"")]","{'distance': [0, 0], 'area': [0, 0], 'map': [0.3612, 0]}"
5451,The Park Grand London Paddington,"London, United Kingdom", Breakfast little disappointing if you wanted fried egg etc you needed to pay extra strange,8/3/2017,8.3,"[(""little disappointing"",""Breakfast""), (""wanted"",""etc""), (""fried"",""etc""), (""etc"",""egg"")]","{'Breakfast': [0, -0.4417], 'etc': [0, 0], 'egg': [0, 0]}"
5452,Park Plaza County Hall London,"London, United Kingdom", Extra bed was the worst breakfast queue was really terrible It s easy to tell people to come at a specific time though you have to arrange it somehow Parking is far away and hard to come back because of road diversions ,8/3/2017,5.0,"[(""queue"",""bed""), (""worst"",""queue""), (""queue"",""breakfast""), (""come"",""people""), (""specific"",""time""), (""diversions"",""road""), (""hard is"",""Parking"")]","{'Parking': [0, -0.1027], 'bed': [0, 0], 'breakfast': [0, 0], 'people': [0, 0], 'queue': [0, -0.6249], 'road': [0, 0], 'time': [0, 0]}"
5453,Park Plaza County Hall London,"London, United Kingdom", Bathrooms clean but could do with a bit of TLC,8/3/2017,7.9,"[(""clean"",""Bathrooms""), (""but do"",""Bathrooms"")]","{'Bathrooms': [0.4019, 0]}"
5454,InterContinental London Park Lane,"London, United Kingdom", The bar is terrible ,8/3/2017,9.6,"[(""terrible"",""bar"")]","{'bar': [0, -0.4767]}"
5455,Novotel Suites Paris Nord 18 me,"Paris, France", As I said the coffee maker didn t work Apart from that I loved it ,8/3/2017,7.5,"[(""maker"",""coffee""), (""work"",""maker"")]","{'maker': [0, 0], 'coffee': [0, 0]}"
5456,Grand Royale London Hyde Park,"London, United Kingdom", Room to small which was difficult to navigate with 2 large suitcases Our room wasn t made up till about 4 30 in the afternoon even though we had been out for at least four hours earlier in the day ,8/3/2017,7.1,"[(""large"",""suitcases""), (""made"",""room"")]","{'room': [0, 0], 'suitcases': [0, 0]}"
5457,Grand Royale London Hyde Park,"London, United Kingdom", The bedroom itself I found a bit small,8/3/2017,9.6,"[(""small"",""bit"")]","{'bit': [0, 0]}"
5458,Grand Royale London Hyde Park,"London, United Kingdom", Rooms are small ,8/3/2017,8.8,"[(""small"",""Rooms"")]","{'Rooms': [0, 0]}"
5459,Grand Royale London Hyde Park,"London, United Kingdom", The bar closed to early,8/3/2017,10.0,"[(""closed"",""bar"")]","{'bar': [0, 0]}"
5460,Grand Royale London Hyde Park,"London, United Kingdom", the room is toooo small for 2 people,8/3/2017,7.9,"[(""people"",""room""), (""toooo"",""people""), (""small"",""people"")]","{'room': [0, 0], 'people': [0, 0]}"
5461,Crowne Plaza London Kings Cross,"London, United Kingdom", nothing,8/3/2017,10.0,[],{}
