,Hotel,Reviews,Aspect_Sentiment
51,Hotel Arena, When arriving I was told I had to pay 19 city tax That wasn t shown on the policies I pre paid extra for there to be petals on the bed there were no petals The sheets weren t changed the cleaner just made the bed didn t even sweep the floor When checking out the receptionist said she would call a taxi for us We waited 30 minutes after 15 we asked how long it would be she said I will check she said that twice Made us late for the airport and nearly missed our flight Wasn t happy at all ,"{'airport': [0, 0], 'bed didn': [1.25, 0], 'floor': [0.625, 0], 'taxi': [0.625, 0], 'bed': [0.625, 0], 'receptionist': [0.625, 0], 'city tax': [0.625, 0], 'cleaner': [0.625, 0], 'extra': [0, 0]}"
52,Hotel Arena, I loved everything ,{}
54,Hotel Arena, when you take a shower the whole floor is in the water problem with opening the garage door curtained window some construction,"{'floor': [0, 0], 'garage door': [0, 0], 'water problem': [0, 0]}"
56,Hotel Arena, there was construction work going on in the hotel which i was not expecting and would like to have known about in advance the bar staff we not keen to serve use when we arrived late from the airport at 11 30pm despite at check in being told the bar was open until 12 mid night ,"{'airport': [0, -1.25], 'check': [0, -1.25], 'construction work': [0, -2.5], 'advance': [0, -1.25], 'bar staff': [0, -2.5], 'bar': [0, -1.25], 'i': [0, -1.25], 'use': [0, -1.25], 'hotel': [0, -1.25]}"
57,Hotel Arena, Some building work was being carried out during our stay which was noisy but obviously unavoidable stairs in our room were very narrow and steep which meant getting up in the middle of the night to go to the toilet was a real task ,"{'middle': [1.0, -0.5], 'night': [1.0, -0.5], 'toilet': [1.0, -0.5], 'room': [1.0, -0.5], 'stay': [1.0, -0.5], 'building work': [2.0, -1.0]}"
58,Hotel Arena, The hotel is under renovation so even though it was in a park our view was of scaffolding Also the bed would benefit from more pillows blankets Personal preference ,"{'renovation': [0, 0], 'hotel': [0, 0], 'view': [0, 0], 'bed': [0, 0]}"
59,K K Hotel George, Really nothing negative to say about this hotel,"{'nothing': [0.625, -0.25]}"
60,K K Hotel George, No coffee or tea in the room or lobby No one to help with our bags from Tax into the Hotel No handicapped access At 80 years old it was very difficult for me to lug two large suit cases up the 12 oursidestairs and then up into the lobby ,"{'one': [0, 0], 'room': [0, 0], 'lobby': [0.875, -0.75], 'tea': [0, 0], 'tax': [0, 0], 'suit': [0.875, -0.75], 'access': [0, 0], 'hotel no': [0, 0], 'coffee': [0, 0]}"
61,K K Hotel George, Room was pretty small for the three of us ,{}
62,K K Hotel George, Nothing really ,{}
63,K K Hotel George, Only cab service to airport is expensive compared to others 48 pounds plus tip ,"{'service': [0.5, 0]}"
64,K K Hotel George, London hotel rooms are very small There was very little storage Would have liked to have some drawers however small for storage ,"{'london hotel': [1.0, 0], 'storage': [0.5, -0.75]}"
65,K K Hotel George, The room for three people was on the small side ,"{'room': [0, 0]}"
66,K K Hotel George, Room wasn t ready on arrival after travelling from Leeds to London and phoning 2hours away to reserve parking Rude receptionist to girlfriend about parking as it wasn t our fault someone had taken our space We arrived at 16 00 and our room wasn t ready so was given a complimentary drink each and half an hour later still wasn t ready and being told it would be a further 40minutes Just wasn t good enough as we were only staying for 1 night and had a concert to go to ,"{'night': [0.5, 0], 'space': [0, 0], 'leeds': [0, -0.25], 'rude receptionist': [0, -0.5], 'london': [0, -0.25], 'hour': [0.375, -0.5], 'fault someone': [0, 0], 'drink': [0.5, 0], 'arrival': [0, -0.25], 'room wasn': [1.0, -0.25], 'wasn': [1.0, -0.25]}"
67,K K Hotel George, Our room allocated wasn t up to our expectations bathroom was to small when you opened bathroom door you banged into the toilet We had to require a different room at an extra cost of 30 a night ,"{'room': [0.625, 0], 'toilet': [0.625, 0], 'cost': [0.625, 0], 'bathroom': [0.625, 0], 'door': [0.625, 0], 'wasn t': [1.25, 0]}"
68,K K Hotel George, The cooked elements of breakfast could have been better but the continental selection was very good ,"{'breakfast': [1.5, 0]}"
69,K K Hotel George, The room was a lot smaller than advertised I requested a room on the top floor was originally put on the 2nd floor They changed me to a room on the top floor only to find out at 1am that the room had previous electrical issues that they knew about which hadn t been resolved and caused a loud knocking noise Once reported to the front desk I was asked to move rooms at 1am No assistance was offered Second room was slightly larger than the first but not by much I thought the breakfast was a good quality but pretty overpriced Beds were rather stiff but not entirely uncomfortable I didn t find the staff very friendly They weren t mean they just didn t seem very keen on being pleasant bad day maybe The gym is not worth calling a gym Has some meager cardio equipment no real ventilation no tv ,"{'room': [3.625, -2.125], 'floor': [0.5, 0], 'breakfast': [3.125, -2.0], 'quality': [3.125, -2.0], 'beds': [3.125, -2.0], 'equipment': [0, 0], 'gym': [1.75, -1.5], 'hadn t': [5.75, -3.625], 'day': [1.75, -1.5], 'knocking noise': [0.75, 0], 'assistance': [0, 0], 'gym has': [1.75, -1.5], 'staff': [3.125, -2.0], 'front desk': [0.75, 0], 'lot': [0, -0.125], 'meager': [0, 0], 'ventilation': [0, 0]}"
70,K K Hotel George, Lower ground floor room L01 possibly the smallest bathroom I ve ever stayed in awful View from Windows not inspiring to see the rat traps outside Won t go back ,"{'ground floor room l01': [0, -2.0], 'windows': [0, -1.5], 'view': [0, -1.5], 'rat': [0, -1.5], 'bathroom': [0, -0.5]}"
71,K K Hotel George, Dimensions of the room small But I m was a single room and Erls court London The space cost money as a traditional London hotel,"{'erls court london': [0, 0], 'room': [0, 0], 'space cost money': [0, 0]}"
72,K K Hotel George, Squeaky floors Difficult to go to the bathroom at night without waking my husband Also 4th floor our window didn t open to the outside ,"{'night': [0, 0], 'difficult': [0, 0], 'husband': [0, 0], 'window didn t': [0, 0], 'bathroom': [0, 0], 'floor': [0, 0]}"
74,K K Hotel George, Not once during our four day stay including when we arrived to check in did any staff member speak to us before being spoken to first We were the only guests in the reception area when we checked in Not one single welcome good morning or hello in four days And we were not disgruntled or asking for any special requirements It was a very nice property but that indifferent attitude was a striking difference from every other small hotel and B B in which we stayed on this three week UK vacation We would not recommend K K Hotel George nor would we return ourselves ,"{'staff member speak': [0, -1.875], 'reception area': [1.0, -1.25], 'hotel': [0.5, -1.25], 'welcome': [0.5, -0.625], 'property': [0.5, -0.625], 'hello': [0.5, -0.625], 'day': [0.5, -1.25], 'morning': [0.5, -0.625], 'week uk vacation': [1.5, -1.875], 'b b': [2.0, -6.25], 'attitude': [0.5, -0.625], 'difference': [0.5, -0.625]}"
75,K K Hotel George, The hotel only support to call their contracted taxi which is expensive and unsafe when we paid by credit card they have no cashier mashine in the car instead they called the back office we had to tell them our credit card no expire month and the security no through the mobile phone this is very riskful for us The hotel should improve their taxi service raise the safety requirement to their contracted taxi company ,"{'car': [0.625, -0.375], 'month': [0.125, 0], 'office': [0.125, 0], 'taxi': [1.0, -0.375], 'credit card': [1.25, -0.75], 'hotel': [1.0, -0.375], 'taxi service': [1.5, -0.375], 'security': [0.125, 0], 'phone': [0.125, 0], 'mashine': [0, 0], 'safety requirement': [1.0, 0]}"
76,K K Hotel George, The front desk staff was not very informed regarding city happenings or tips Fortunately I could rely on the internet to answer more specific questions Additionally I was not entirely confident that they understood the questions I was asking in English ,"{'front desk staff': [1.5, -1.875], 'city': [0.5, -0.625], 'internet': [0.5, 0]}"
79,K K Hotel George, Staff not very friendly Did their job but seldom smiled or made one feel welcomed ,"{'job': [0, -0.125], 'staff': [0.625, -0.625], 'did': [0, -0.125]}"
80,K K Hotel George, Room size too small and it was too hot Our window was too small and It good lighting We stayed on the 4th floor and I believ that room should not be used but perhaps converted to a larger room or storage since the lighting was poor from this awkward size window Breakfast was ok but they started taking things away and cleaning while we were still there ,"{'room': [0.625, -2.125], 'floor': [0.625, -2.125], 'window': [0.625, -2.125], 'lighting': [0.625, -2.125], 'room size': [1.25, -4.25], 'storage': [0.625, -2.125]}"
81,K K Hotel George, The room was a little stuffy They didn t have AC on yet Probably too early in the season Shower sometimes went hot and then cold ,"{'room': [0.625, -0.5], 'probably': [0.625, -0.5], 'stuffy': [0.625, -0.5], 'ac': [0.625, -0.5]}"
82,K K Hotel George, The shower temperature was changing all the time from freezing to boiling and back ,"{'temperature': [0, 0]}"
84,K K Hotel George, choice of food in bar wasn t too good but there are lots of great places to eat nearby so there was no problem ,"{'food': [0, 0], 'bar wasn': [0, 0], 'choice': [0, 0]}"
85,K K Hotel George, The fact the windows don t open and the room was hot and stuffy and the bed was hard it was necessary to switch heating off put aircon on maximum and then of course it was noisy and even so there was no fresh air which is essential,"{'room': [0.375, -1.875], 'maximum': [0.375, -1.875], 'fact': [0.375, -1.875], 'bed': [0.375, -1.875], 'course': [0.375, -1.875]}"
86,K K Hotel George, The rooms are very small we had trouble fitting 2 suitcases in The price is fairly high even by London s standards and breakfast was extra ,"{'trouble': [0.625, -0.25], 'london s': [1.25, -0.5], 'price': [0.625, -0.25]}"
87,K K Hotel George, The room is a little small and the decor is dated ,"{'room': [0, -0.25]}"
88,K K Hotel George, Air con seemed to be set on winter warmer but easily resolved switched it off and opened window simples ,"{'air con': [0.5, 0], 'winter warmer': [0.5, 0]}"
89,K K Hotel George, We needed gluten free breakfast and ordered it beforehand but the serving was not safe The toasts were but nothing else not The table was set up in the way that cross contamination was difficult to avoid Also bacon eggs and potato cakes were cooked in the same oven and served together Potato cakes had gluten including flours They seemed to have no idea what exactly it all means to serve safe gluten free food ,"{'cross contamination': [0.75, -2.75], 'nothing': [0.375, -1.375], 'potato': [0.375, -1.375], 'breakfast': [0.625, -0.625], 'idea': [0.625, 0], 'way': [0.375, -1.375], 'bacon': [0.375, -1.375], 'serving': [0.625, -0.625], 'oven': [0.375, -1.375], 'table': [0.375, -1.375]}"
90,K K Hotel George, breakfast the same everyday not much options but good and clean fitness center has one machine and they call fitness center small rooms ,"{'machine': [1.125, -0.625], 'fitness center': [2.25, -1.25]}"
91,K K Hotel George, Breakfast was crowded at times and the selection of food was ok but not great ,"{'selection': [0, -0.625], 'breakfast': [0, -0.625]}"
92,K K Hotel George, Rooms could be updated that being said everything is functional and very clean ,{}
93,K K Hotel George, Bed was too soft bathroom a wee bit small for manoeuvring in ,"{'bed': [0.125, -0.5], 'bathroom': [0.125, -0.5]}"
94,K K Hotel George, The wifi is only 500kb s which isn t fast by today s standards The power socket near the bed was loosen I can t charge my phone ,"{'wifi': [0, 0], 'today s': [0, 0], 'fast': [0, 0], 'power socket': [0, 0], 'bed': [0, 0]}"
96,K K Hotel George, We were put in a basement room which certainly wouldn t have classed as a 4 star room How ever it was clean and bed was comfortable ,"{'star room': [0.5, 0], 'basement room': [0.5, 0]}"
