Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/12/2017,7.7,The Park Grand London Paddington, United Kingdom , Very small rooms Bed was uncomfortable Shower flooded the bathroom No bath Carpet and mattress were stained Expensive compared to other hotels we could have booked in the area that would have offered the same standard ,38,4380, The drinks at the bar were very reasonably priced,10,1,4.2,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",22 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/12/2017,7.7,The Park Grand London Paddington, Australia , The photos of the compact room do it show how small it really is This room will only just have enough room for you luggage ,27,4380, Great transport system nearby especially from the airport LHR Customer service is excellent,14,4,7.9,"[' Leisure trip ', ' Solo traveler ', ' Compact Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",22 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/10/2017,7.7,The Park Grand London Paddington, United Kingdom , It s very close to another hotel with almost the same name so we went to the wrong one first not really their fault Checking in was very chaotic it was very busy Some people had been double booked Also when we went to check in at 2 15pm one of the rooms wasn t ready as they had a late check out which I didn t think was a very good excuse The hotel was OK but it was expensive for what you got it s the location you re paying for ,95,4380, Location shower,3,15,6.3,"[' Leisure trip ', ' Group ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",24 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/10/2017,7.7,The Park Grand London Paddington, United Kingdom , Run down needs new furniture and painting Not clean enough and when cleaner comes with just polish and a rag then you know it s not being cleaned good enough ,32,4380, Good Aircon Comfy bed Brilliant shower,7,1,5,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",24 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/8/2017,7.7,The Park Grand London Paddington, Australia , More tea bags and milk for making your own drinks would be good ,15,4380, Good shower and toiletries Air conditioning Big window and pleasant outlook Towels and sheets clean and good quality Apples available at reception Iron available from reception desk ,29,3,7.9,"[' Couple ', ' Deluxe Double Room ', ' Stayed 5 nights ']",26 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/6/2017,7.7,The Park Grand London Paddington, United Kingdom , Rooms were not very well maintained Not clean at all To be honest we were expecting better in the money we spent I will never stay in this hotel again ,32,4380, Good location Staff was good ,7,4,4.2,"[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 1 night ']",28 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/6/2017,7.7,The Park Grand London Paddington, United Kingdom ,No Negative,0,4380, location not too bad access to tube and rail confusing with another hotel in group within close proximity went to book into wrong hotel interior bit tired and then we were in the room at the top of the building so bit dark Bathroom facilities strange with wet room set up but not ideal with curtain and door so close ,62,2,4.6,"[' Business trip ', ' Couple ', ' Club Double Room ', ' Stayed 1 night ']",28 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/5/2017,7.7,The Park Grand London Paddington, Saudi Arabia ,No Negative,0,4380, The space is good for a family of 4 The bathroom is clean with all required supplies There is a microwave and small separate room for cloths and iron ,31,2,7.9,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 4 nights ']",29 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/5/2017,7.7,The Park Grand London Paddington, Puerto Rico , The A C control in the room did not work We notified the issue the day we checked in but it was never fixed We needed to call the counter for them to change the room temperature The furnishings in the lobby need attention they look old and beat ,51,4380, The hotel location is excellent It is super close to the Paddington train and tube stations It is near to places to eat food stores and pharmacy You walk three streets south and you are next to the Hyde Park Kensington Gardens gate I had breakfast at their restaurant two days in a row and the food was good and a good selection of items My room did not have an iron and ironing board in it but it was made available by the staff right away ,89,3,7.1,"[' Leisure trip ', ' Group ', ' Deluxe Double Room ', ' Stayed 7 nights ']",29 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/5/2017,7.7,The Park Grand London Paddington, United Kingdom , Room was extremely small with very strange walk in wardrobe space I feel the layout of the room and the dark wood did not help Not good if you are claustrophobic Also as we were in an internal room we were unable to open the windows Bathroom tiny but adequate with a fantastic shower Anyone of a larger build would struggle to move around in there I would suggest a taxi from the station or underground if you have any luggage as its approx a 7 10 minute walk and there are a few junctions to negotiate ,99,4380, Very friendly helpful staff Room was cleaned well Beautiful building in a quiet area of Paddington with good facilities nearby,21,1,6.3,"[' Leisure trip ', ' Group ', ' Deluxe Twin Room ', ' Stayed 2 nights ']",29 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/5/2017,7.7,The Park Grand London Paddington, United Kingdom , We couldn t see out of our window there wasn t much of a view ,17,4380, The room was very modern and clean Staff were also very friendly and made our stay extra special ,20,1,10,"[' Leisure trip ', ' Group ', ' Deluxe Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",29 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/4/2017,7.7,The Park Grand London Paddington, United States of America , Wifi is slow as it seems to be in most London hotels breakfast is buffet no a la carte available,21,4380, Convenient location very clean and modern good coffee helpful staff,11,5,9.6,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 3 nights ']",30 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/3/2017,7.7,The Park Grand London Paddington, Ireland , The room was very small and at the back of the hotel off the main corridor we checked in late in the evening and I felt we got the small room at the back cause we were late arriving ,41,4380, The location was perfect,5,2,7.1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']",31 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/3/2017,7.7,The Park Grand London Paddington, Australia , Tiny rooms v small shower cramped space for suitcase,10,4380, I expected a budget room to be small but this really was v small cramped Not enough space for suitcase shower area adequate Hidden wardrobe drop down desk useful Bed however very comfortable indeed Staff exceptionally helpful which made up for the minute sized room ,47,6,7.5,"[' Leisure trip ', ' Solo traveler ', ' Compact Double Room ', ' Stayed 1 night ']",31 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/2/2017,7.7,The Park Grand London Paddington, United States of America , More space Just my wife and I packed in room On website rooms appeared much more spacious Staff was nice but very difficult to communicate with ,28,4380, Rooms way to small bathrooms also small ,9,1,3.8,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",32 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/1/2017,7.7,The Park Grand London Paddington, United Kingdom , Tricky to find as there are two similar named hotels in same area ,15,4380, Quiet pleasant location a few minutes walk from Paddington station Good sized room and bathroom ,17,15,8.8,"[' Leisure trip ', ' Family with young children ', ' Deluxe Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",33 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/1/2017,7.7,The Park Grand London Paddington, United Kingdom , The restaurant is quite cramped and seemed to be a bit chaotic at breakfast I waited a long time for my pot of tea Then when I asked when it was coming I was given someone else s pot of tea whom had also been waiting for a long time ,52,4380,No Positive,0,1,10,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",33 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/1/2017,7.7,The Park Grand London Paddington, Australia , Underfloor heating in bathroom was on even though there was a heat wave ,15,4380, A great hotel in a beautiful old terrace building We had a club room which was modern and spacious with large windows Bed was amazingly comfortable Walking distance to Paddngton Station and Heathrow Express ,36,56,9.6,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",33 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,6/30/2017,7.7,The Park Grand London Paddington, Australia , The mattress was a little crunchy ,8,4380, Very helpful and accomodating staff Lovely to have a valet to carry my bag to and from my room and get me a cab The concierge desk was very helpful Was given free breakfast each day after having to be moved to their sister hotel just a short distance down the street due to a broken boiler in my booked hotel ,63,2,9.6,"[' Leisure trip ', ' Solo traveler ', ' Compact Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",34 days,51.5142184,-0.1809032
